e_t_x,e_t_y,e_t_z,e_r_x,e_r_y,e_r_z,e_r_w,d_t_x,d_t_y,d_t_z,d_r_x,d_r_y,d_r_z,d_r_w,c_t_x,c_t_y,c_t_z,c_r_x,c_r_y,c_r_z
,,,-0.862,-0.133,0.0,0.489,,,,-0.821,0.192,0.068,0.534,,,,,,
0.019000000000000003,0.02400000000000002,-0.156,-0.758,-0.138,-0.027,0.637,-0.0010000000000000009,0.0,0.0,-0.82,0.193,0.068,0.535,0.0040000000000000036,0.004999999999999893,-0.0040000000000000036,0.008,0.0010000000000000009,0.02
0.015999999999999986,0.01100000000000001,-0.061,-0.729,-0.151,0.01,0.668,0.0010000000000000009,-0.0010000000000000009,0.0,-0.819,0.195,0.067,0.535,0.017999999999999988,-0.0009999999999998899,-0.017000000000000015,-0.0049999999999999975,0.0,0.013000000000000001
0.008000000000000007,-0.019000000000000017,0.056999999999999995,-0.776,-0.127,0.004,0.618,0.0,0.0010000000000000009,-0.001,-0.82,0.197,0.067,0.533,0.032,0.0,-0.020999999999999963,0.013999999999999999,0.0,-0.007000000000000001
-0.007000000000000006,-0.02300000000000002,0.10900000000000001,-0.794,-0.126,0.014,0.594,0.0,-0.0010000000000000009,-0.001,-0.822,0.199,0.066,0.53,0.037000000000000005,-0.0050000000000003375,-0.018000000000000016,-0.0030000000000000027,0.0,-0.020999999999999998
-0.009999999999999981,-0.009000000000000008,0.11199999999999999,-0.798,-0.106,0.032,0.592,0.0,0.0,0.0,-0.823,0.197,0.065,0.528,0.043000000000000003,-0.0029999999999996696,-0.0010000000000000009,0.011000000000000003,0.0,-0.02
-0.0030000000000000027,-0.0040000000000000036,0.07400000000000001,-0.805,-0.111,0.021,0.582,0.0,-0.0010000000000000009,0.0,-0.825,0.196,0.065,0.527,0.044,0.0009999999999998899,0.014000000000000012,0.0010000000000000009,0.0,0.004
0.0010000000000000009,-0.0010000000000000009,0.011999999999999999,-0.797,-0.128,0.014,0.59,-0.0010000000000000009,0.0020000000000000018,-0.004,-0.853,0.192,0.074,0.479,0.048,-0.002000000000000224,0.02799999999999997,0.006999999999999999,0.0010000000000000009,0.006000000000000002
0.0010000000000000009,-0.0020000000000000018,-0.002999999999999999,-0.814,-0.122,0.011,0.568,-0.007000000000000006,0.007000000000000006,-0.05,-0.939,0.199,0.022,0.28,0.028000000000000004,0.002000000000000224,0.02200000000000002,0.013000000000000001,0.0,-0.004
0.0,0.0,-0.002,-0.814,-0.124,0.011,0.568,-0.022999999999999993,0.019000000000000017,-0.097,-0.866,0.203,0.041,0.456,0.011999999999999997,0.008000000000000007,0.014999999999999986,0.003,0.0,-0.0020000000000000018
